id,epoch,eva,test,lr
3, 0.197, 0.196, 0.000010
4, 0.197, 0.201, 0.000001
5, 0.193, 0.194, 0.000000
1, 0.162, 0.164, 0.001000
2, 0.188, 0.194, 0.000100
3, 0.192, 0.189, 0.000010
4, 0.196, 0.194, 0.000001
5, 0.190, 0.189, 0.000000
1, 0.211, 0.214, 0.001000
2, 0.238, 0.244, 0.000100
3, 0.237, 0.248, 0.000010
4, 0.234, 0.236, 0.000001
5, 0.235, 0.244, 0.000000
1, 0.212, 0.213, 0.001000
2, 0.239, 0.243, 0.000100
3, 0.243, 0.243, 0.000010
4, 0.247, 0.247, 0.000001
5, 0.242, 0.249, 0.000000
1, 0.182, 0.180, 0.001000
2, 0.197, 0.190, 0.000100
3, 0.192, 0.189, 0.000010
4, 0.195, 0.192, 0.000001
5, 0.191, 0.187, 0.000000
1, 0.197, 0.205, 0.001000
2, 0.214, 0.221, 0.000100
3, 0.229, 0.237, 0.000010
4, 0.223, 0.232, 0.000001
5, 0.227, 0.233, 0.000000
1, 0.207, 0.205, 0.001000
2, 0.229, 0.225, 0.000100
3, 0.240, 0.233, 0.000010
4, 0.238, 0.230, 0.000001
5, 0.228, 0.221, 0.000000
1, 0.160, 0.165, 0.001000
2, 0.179, 0.181, 0.000100
3, 0.182, 0.180, 0.000010
4, 0.184, 0.177, 0.000001
5, 0.182, 0.182, 0.000000
1, 0.185, 0.183, 0.001000
2, 0.198, 0.200, 0.000100
3, 0.195, 0.191, 0.000010
4, 0.197, 0.199, 0.000001
5, 0.207, 0.211, 0.000000
1, 0.172, 0.171, 0.001000
2, 0.177, 0.182, 0.000100
3, 0.184, 0.185, 0.000010
4, 0.184, 0.184, 0.000001
5, 0.185, 0.183, 0.000000
1, 0.153, 0.152, 0.001000
2, 0.169, 0.163, 0.000100
3, 0.167, 0.160, 0.000010
4, 0.167, 0.164, 0.000001
5, 0.164, 0.164, 0.000000
1, 0.144, 0.151, 0.001000
2, 0.147, 0.156, 0.000100
3, 0.153, 0.155, 0.000010
4, 0.155, 0.159, 0.000001
5, 0.155, 0.155, 0.000000
1, 0.177, 0.178, 0.001000
2, 0.190, 0.198, 0.000100
3, 0.194, 0.200, 0.000010
4, 0.196, 0.201, 0.000001
5, 0.194, 0.195, 0.000000
1, 0.175, 0.180, 0.001000
2, 0.183, 0.190, 0.000100
3, 0.194, 0.196, 0.000010
4, 0.187, 0.193, 0.000001
5, 0.188, 0.190, 0.000000
1, 0.137, 0.138, 0.001000
2, 0.147, 0.147, 0.000100
3, 0.141, 0.143, 0.000010
4, 0.141, 0.145, 0.000001
5, 0.141, 0.143, 0.000000
1, 0.263, 0.263, 0.001000
2, 0.271, 0.280, 0.000100
3, 0.277, 0.277, 0.000010
4, 0.279, 0.281, 0.000001
5, 0.278, 0.280, 0.000000
